CELL_LINE_NAME,DRUG_NAME,LN_IC50
HCT116,Mitoxantrone,0.608893
NMCG1,EPZ004777,8.251777
NCIH226,Paclitaxel,1.987903
HPAC,MG-132,-1.157302
TE8,GNE-317,1.1010440000000001
RCM1,OSI-027,5.498943
NCIH2347,GSK591,5.827073
SKNFI,Serdemetan,3.797475
OVISE,RO-3306,5.448518
NCIN87,GSK2606414,3.399319
NMCG1,Fulvestrant,6.374407
NCIH1437,Docetaxel,-6.560110000000001
IGROV1,PRT062607,2.3504080000000003
NCIH1975,AZD1332,3.2235869999999998
OVCAR3,Vinorelbine,-2.656432
RCM1,CZC24832,6.587153
MESSA,AZD6738,1.900743
NCIH226,UNC0379,7.891691000000001
SKNFI,GSK2578215A,5.351968
NCIH1437,MG-132,-0.6472289999999999
8505C,JQ1,1.46405
786O,Dactolisib,-2.00392
HPAC,AZD2014,2.711842
NCIH1793,BMS-345541,4.9650669999999995
SKMEL3,IWP-2,2.991466
SW48,IWP-2,3.029049
5637,Selumetinib,4.075947
SKMEL2,Pictilisib,5.403968
SKMEL2,SB216763,2.984448
SKMEL3,PD173074,3.2511740000000002
SW948,I-BRD9,6.110018
SW48,AGI-6780,5.830563
SNB75,ZM447439,2.278787
CAOV3,Ruxolitinib,4.973577
MESSA,Topotecan,-0.162328
OVCAR3,Irinotecan,3.68172
LOXIMVI,Refametinib,-0.707217
DU145,Nelarabine,6.982399000000001
KP2,Trametinib,-0.166943
OVCAR3,AZD2014,3.4268660000000004
SUIT2,Talazoparib,2.417973
IALM,AZD5582,4.883229
NCIH226,Erlotinib,5.828166
COLO680N,VE821,6.204795
LS1034,MK-2206,3.118719
OVCAR3,Lapatinib,5.197056
SW48,LGK974,4.857515
SKNFI,KU-55933,5.814692
NCIN87,Selumetinib,3.23369
LS1034,Fulvestrant,4.728076000000001
LOXIMVI,Cyclophosphamide,3.121873
HCC1806,Axitinib,3.784703
OVISE,Vinorelbine,-0.633609
IALM,Staurosporine,-1.3785610000000001
COLO829,Palbociclib,3.4141550000000005
LOVO,RO-3306,3.614636
DU145,Afuresertib,4.11859
SKMEL2,AZD2014,5.471727
IALM,Dihydrorotenone,1.8170330000000001
5637,AZD8186,3.7033129999999996
SUIT2,Buparlisib,2.051925
HCT116,Docetaxel,-5.441599
COLO680N,Ribociclib,5.346068
NCIN87,GSK343,3.7726089999999997
OVCAR3,AZ960,4.033304
NCIH1437,Dabrafenib,4.777519
NCIH2009,Palbociclib,5.325195
KU1919,NU7441,2.4295459999999998
HCC1143,Foretinib,1.291299
HCC1143,MIRA-1,6.647678
KP2,AZD5991,6.2225589999999995
RCM1,MN-64,5.54282
SW48,SGC0946,2.6648169999999998
MESSA,PRIMA-1MET,6.381672
NCIH226,NU7441,6.210598
CAL29,GSK343,4.833677
786O,JQ1,3.598978
NCIN87,AZD7762,0.838888
MESSA,MIRA-1,5.855101
SKNFI,VE821,5.0464269999999996
HPAC,NU7441,4.909487
SUIT2,BMS-754807,3.3187290000000003
SKNSH,Cytarabine,3.417101
NCIH322,Cyclophosphamide,3.903121
NCIH1650,Gemcitabine,2.769188
DU145,Buparlisib,2.456097
HCT116,Gefitinib,2.898507
KU1919,Olaparib,3.5297669999999997
TE8,MG-132,-1.7091060000000002
A549,GSK-LSD1,3.533376
KU1919,VE-822,0.7996
HCC1806,glutathione,8.724382
COLO829,WEHI-539,6.744921000000001
NMCG1,LY2109761,4.651593
HCT116,SB216763,4.039766
KYSE510,MN-64,4.352109
SKMEL2,BMS-536924,5.470781
GAMG,AGI-6780,5.322869
LS1034,Cisplatin,4.597442
SKMEL3,GSK591,3.298868
DKMG,Cyclophosphamide,5.669588
HCT116,AT13148,2.259768
HCC1806,MN-64,4.608855
ONS76,Wnt-C59,4.223538
OVISE,Romidepsin,-4.399845
LNCAPCLONEFGC,AZD2014,-0.269606
KU1919,N-acetyl cysteine,8.854875999999999
IALM,GSK343,3.243385
LNCAPCLONEFGC,Ruxolitinib,4.870179
NCIH1793,AGI-5198,5.92788
NCIH1793,Rapamycin,-3.909415
GI1,BI-2536,-3.261918
LOXIMVI,PRIMA-1MET,2.793427
NCIH1355,BMS-536924,2.174446
DKMG,AZD5363,3.310317
IALM,Romidepsin,-4.107529
HT29,BMS-754807,0.154549
GAMG,N-acetyl cysteine,9.207279
SW48,PFI3,5.81415
NCIH1437,Lapatinib,2.448175
ONS76,Cisplatin,2.566944
GAMG,BI-2536,-3.858627
H4,VX-11e,0.8605430000000001
TE8,Erlotinib,2.857647
HT29,Fulvestrant,3.647593
CAOV3,Wnt-C59,4.610837999999999
KYSE510,Fludarabine,5.0259279999999995
HT29,IOX2,4.300337
NCIH1437,Bortezomib,-4.650836
IGROV1,AZ960,1.068251
NCIH1355,AZD5153,3.717047
NCIH1975,AZD6738,2.218136
BICR31,Dabrafenib,1.813806
KP2,AZD5363,6.242605
SW48,LY2109761,4.501555000000001
GAMG,Alpelisib,3.8375760000000003
GI1,MK-1775,-0.49999
MCF7,Cyclophosphamide,5.435022
NMCG1,Epirubicin,3.541296
OVISE,Rapamycin,-0.720775
GI1,Afatinib,1.607604
LOVO,Paclitaxel,-1.8185950000000002
TE8,GW441756,3.582722
IGROV1,Selumetinib,1.915316
HPAC,PRT062607,2.905682
SKMEL3,AGI-5198,5.3113209999999995
NCIH2009,Doramapimod,5.436748000000001
SW48,Dactinomycin,-5.2505809999999995
SKMEL2,AT13148,5.327651
A549,Fulvestrant,3.388287
NCIH1793,Tamoxifen,4.8508629999999995
SCC25,BMS-345541,3.672224
MCF7,Staurosporine,-1.441871
LS1034,Cytarabine,3.054223
NCIH1650,P22077,4.9855160000000005
GI1,Cytarabine,1.193861
SKMEL3,Afatinib,3.381193
HCT116,ZM447439,1.221565
HPAC,Vinblastine,1.714812
HCT116,ICL-SIRT078,2.7629240000000004
H4,Elephantin,2.9061
BICR31,EPZ5676,4.317537000000001
8505C,EPZ5676,6.716789
786O,POMHEX,1.597358
639V,Osimertinib,2.029137
NCIH226,Ibrutinib,7.323883
LOXIMVI,Entospletinib,3.247982
LOXIMVI,Crizotinib,1.579212
IALM,AZD4547,2.6515400000000002
HPAC,Dihydrorotenone,-1.49374
NCIN87,Dactinomycin,-3.0766080000000002
GAMG,Ulixertinib,0.482054
SCC25,OF-1,3.181834
SKMEL3,AGK2,3.862741
SW948,GSK2606414,4.483776
TE8,EPZ5676,6.321798
KP2,Cyclophosphamide,6.206686
IALM,Bosutinib,4.486255
LNCAPCLONEFGC,Wnt-C59,3.688073
HPAC,AZ6102,3.586971
RCM1,CPI-637,4.1060550000000005
IGROV1,MIM1,2.738115
LS1034,PRIMA-1MET,6.392228
LOVO,Sorafenib,2.90847
DKMG,Zoledronate,4.566432
OVISE,MK-1775,-0.002379
NCIH1975,Dactinomycin,-6.018466
BICR31,Cediranib,0.5570109999999999
NCIH1975,Ribociclib,4.246693
COLO680N,YK-4-279,6.6622770000000004
BICR31,Ipatasertib,3.739897
NCIH226,Fludarabine,7.8720289999999995
NCIH1793,AZD1208,6.997984
HCC1143,VX-11e,4.069662999999999
SKMEL2,L-Oxonoreleagnine,4.125659
SKMEL2,BMS-754807,4.255781
H4,SB216763,4.954176
HCC1806,AZD4547,1.7813869999999998
LS1034,KU-55933,5.26176
LOVO,MK-2206,0.123749
NCIH1437,EHT-1864,3.267668
H4,Fulvestrant,1.9044830000000001
BXPC3,Rapamycin,-2.6059229999999998
SW948,Linsitinib,3.670316
CORL23,Dabrafenib,5.02945
HCC1143,Wee1 Inhibitor,1.669814
COLO680N,AGI-6780,5.019608
DKMG,GSK2578215A,5.252934
NCIH226,Tanespimycin,1.764056
HT29,BI-2536,-3.822549
GI1,Fludarabine,5.8549690000000005
786O,IWP-2,2.77305
KP2,EHT-1864,4.969049
639V,Leflunomide,5.460242
H4,CCT007093,3.76036
GI1,Rapamycin,-1.1604450000000002
5637,AZD3759,1.011487
SKMEL2,Paclitaxel,-3.948686
HCT116,AZD7762,0.780345
8505C,SCH772984,1.48908
HT29,Mitoxantrone,0.562146
NCIH1355,GSK1904529A,4.456708
A549,Dactinomycin,-5.790203
HPAC,SCH772984,-0.027302999999999997
OVISE,BI-2536,0.8526459999999999
COLO829,AGK2,5.01464
A549,ICL-SIRT078,5.1173459999999995
HCC827,Luminespib,-1.178819
GAMG,LGK974,4.31687
RCM1,PFI3,6.168081
HCT116,Entospletinib,3.3027
8505C,Sorafenib,3.456149
HCT116,Erlotinib,4.163831
SW48,Camptothecin,-3.644986
786O,Alpelisib,5.208556
639V,Fulvestrant,4.772748
SW948,Paclitaxel,-3.5528440000000003
NCIH2009,Irinotecan,1.035641
BXPC3,Bleomycin,3.9925
SKMEL2,AZD1332,5.338036
HPAC,Dacarbazine,6.798937
GI1,PD0325901,2.026322
SCC25,MIRA-1,5.0099599999999995
RCM1,AZD3759,2.406196
DKMG,Sorafenib,2.941779
NCIH1437,Vorinostat,0.901885
A549,BI-2536,-2.633571
NCIH226,AZD5153,2.379539
SNB75,Dactolisib,-2.31135
GI1,Sinularin,2.328023
SW948,SCH772984,1.101924
OVCAR3,Bosutinib,4.071389
SUIT2,Methotrexate,-0.32659699999999997
NCIH1793,VE821,5.419462
639V,Docetaxel,-5.062725
HCC1143,Cyclophosphamide,5.5731209999999995
CORL23,WZ4003,5.343255999999999
OVISE,AT13148,5.195167
786O,OSI-027,5.0160160000000005
H4,Ipatasertib,3.04949
COLO829,GSK343,4.764203
ONS76,OSI-027,3.5602300000000002
NCIH322,Doramapimod,5.6089150000000005
SW948,MG-132,-1.86385
SW48,Zoledronate,3.785042
639V,Cyclophosphamide,4.897454
SW48,Veliparib,5.613443
786O,Remodelin,4.253042
LNCAPCLONEFGC,XAV939,3.8531089999999995
639V,LCL161,3.649721
DU145,BMS-754807,4.212452
5637,MK-2206,4.185405
GAMG,LCL161,5.626702
NCIH226,Ruxolitinib,4.445126999999999
HT29,ZM447439,2.161643
HCT116,Gallibiscoquinazole,2.5833180000000002
LOXIMVI,AZD5153,-1.928796
8505C,UNC0379,5.212899
BICR31,Ulixertinib,3.125855
KU1919,Gefitinib,2.836781
TE8,BI-2536,-2.8872419999999996
IALM,Pevonedistat,3.8391059999999997
H4,PRT062607,2.860871
NCIH1650,Ipatasertib,4.072757
KU1919,Palbociclib,2.224288
786O,GW441756,2.5516229999999998
MCF7,RVX-208,5.996492
HCC1806,Dinaciclib,-2.636778
LNCAPCLONEFGC,Ulixertinib,2.175893
HPAC,Afuresertib,3.8922209999999997
LS1034,AGI-6780,5.48163
NCIN87,XAV939,2.593818
HCC1806,WZ4003,2.351603
COLO680N,LMP744,0.636865
IGROV1,YK-4-279,1.023889
NCIN87,I-BET-762,2.392922
HPAC,LMP744,2.265854
BICR31,I-BRD9,4.058985
NCIH1975,LCL161,4.766426999999999
SKMEL3,Gemcitabine,2.685931
LOXIMVI,Taselisib,1.445176
SW48,Bortezomib,-4.173102
NCIH226,Palbociclib,5.197446
MESSA,Bortezomib,-5.5692
SKMEL3,MG-132,-0.8536790000000001
LNCAPCLONEFGC,MN-64,3.4873540000000003
CAL29,VX-11e,2.321138
SW948,CPI-637,6.022157
OVISE,Trametinib,0.939808
NCIH226,Niraparib,5.096983
SW48,NU7441,2.737552
HPAC,Temsirolimus,3.337411
BICR31,Talazoparib,2.663721
COLO680N,Navitoclax,4.126645
MCF7,EPZ004777,6.080362999999999
ONS76,Dacarbazine,5.205512000000001
CORL23,PCI-34051,5.980027
5637,Oxaliplatin,3.9465199999999996
SKMEL3,SB590885,2.646327
RCC10RGB,SGC-CBP30,4.238738
5637,SN-38,-4.537337
8505C,Veliparib,6.249987
BICR31,SB216763,4.984394
IGROV1,Selumetinib,1.1918090000000001
SUIT2,Gefitinib,4.792984
SCC25,Ibrutinib,3.71455
MESSA,Gemcitabine,-2.598495
LOXIMVI,Romidepsin,-6.441913
SKNSH,CPI-637,5.163311
LOXIMVI,Pevonedistat,-2.848625
BXPC3,Dabrafenib,4.2174760000000004
SKNSH,Avagacestat,4.771824
LNCAPCLONEFGC,OSI-027,2.689972
NCIH226,Wee1 Inhibitor,7.554806
8505C,AZ6102,2.271585
NCIH1355,Tamoxifen,5.543916
IALM,Selumetinib,4.890884
RCC10RGB,MK-2206,2.832638
NCIN87,GW441756,4.450602
RCC10RGB,BMS-536924,2.3998470000000003
NMCG1,Entinostat,6.383215
NMCG1,Pevonedistat,7.524239
SKMEL3,Alpelisib,1.6471310000000001
NCIH226,Avagacestat,7.7699929999999995
TE8,Trametinib,-0.508939
DKMG,Olaparib,4.834599
NCIN87,AZD5991,6.3028010000000005
RCM1,Dasatinib,3.010446
DU145,Palbociclib,5.955605
HT29,Selumetinib,-0.26756399999999997
NCIH1437,SGC0946,2.25622
CAOV3,KU-55933,4.84004
NCIH1793,MK-2206,5.126837
SKNSH,GNE-317,0.130909
NCIH1793,GSK2110183B,6.142796
CAL29,GDC0810,4.8422279999999995
RCM1,LMP744,-0.633846
LS1034,Gallibiscoquinazole,2.804154
SKMEL2,Dactinomycin,-1.512648
RCM1,Taselisib,2.725189
NCIH2347,Pevonedistat,4.227716
NCIH1793,AZ6102,3.8858269999999995
NCIH1975,RVX-208,5.393377
NCIH1355,GW441756,4.4165160000000006
NCIH1975,LGK974,4.297432
SNB75,Savolitinib,3.775662
NCIH1975,ICL-SIRT078,4.363414
HCC827,AZD5991,6.67956
CAOV3,AGI-5198,4.879633999999999
H4,Methotrexate,2.331106
OVCAR3,MK-2206,2.719268
H4,AT13148,0.7624380000000001
COLO829,Motesanib,6.845746000000001
CORL23,5-azacytidine,3.6701029999999997
NMCG1,Mirin,7.043336999999999
COLO829,Bortezomib,-4.570907
NCIH1437,IOX2,2.334162
BICR31,NVP-ADW742,1.7822930000000001
RCM1,EHT-1864,5.185423
TE8,WIKI4,3.896699
NCIH1975,Gemcitabine,-0.980865
IGROV1,Temsirolimus,-1.021317
NCIH1975,Gefitinib,2.6141229999999998
LS1034,GSK343,4.63036
KU1919,Remodelin,5.078032
A549,CZC24832,5.918296
8505C,VE-822,2.9460319999999998
HCT116,VE821,5.195233
GI1,Nelarabine,5.639803
DKMG,A-366,5.874942
NCIH1437,ABT737,3.1537759999999997
COLO829,BMS-536924,3.125884
SKNFI,GSK343,5.826898
RCC10RGB,Taselisib,2.365751
NCIH1793,Mirin,9.481508
NCIH1355,PRIMA-1MET,6.906764999999999
OVISE,BIBR-1532,6.0769
NCIH2009,Mycophenolic acid,1.319725
CORL23,GSK343,3.21164
KYSE510,Ulixertinib,3.416638
OVISE,PD0325901,1.742833
NCIH1437,AGI-6780,4.253048000000001
639V,ABT737,4.428017
CORL23,AZD7762,-1.056807
RCM1,Dinaciclib,-1.7353330000000002
NCIH1355,AZD5991,6.839230000000001
CAL29,Olaparib,4.982428
KYSE510,EHT-1864,3.343525
SUIT2,LY2109761,6.948987
COLO680N,GDC0810,5.959107
786O,PRIMA-1MET,2.959563
NCIH322,Cediranib,1.38558
SCC25,RO-3306,5.178328
8505C,AZD7762,1.261788
DU145,Vorinostat,2.386348
LNCAPCLONEFGC,5-azacytidine,2.99715
LNCAPCLONEFGC,PD0325901,4.156403
786O,GSK591,4.440454
LNCAPCLONEFGC,Sorafenib,1.467251
ONS76,Paclitaxel,-3.2740169999999997
IALM,UMI-77,1.033142
639V,AGI-5198,3.950307
SKNSH,glutathione,7.3905259999999995
HPAC,Foretinib,0.5170359999999999
HCC827,MK-2206,3.5712879999999996
NCIH1975,Erlotinib,1.9234080000000002
NCIH1793,CZC24832,6.533476
SCC25,Alisertib,3.8921959999999998
IALM,Lapatinib,4.804736
HPAC,Bleomycin,4.710511
HCT116,Dactolisib,-1.7894450000000002
RCM1,AZD5363,5.028957
NCIN87,Vinblastine,-0.093997
KU1919,Mycophenolic acid,1.192359
CAL29,Afatinib,0.701823
KP2,Entinostat,4.834029
LOXIMVI,MIRA-1,4.647941
KYSE510,Piperlongumine,4.593742
SKNSH,Taselisib,0.719352
COLO829,P22077,5.288012999999999
IALM,Paclitaxel,0.12304000000000001
A549,Wnt-C59,2.834468
SW948,Pictilisib,0.492428
A549,SGC0946,1.229999
LOVO,Buparlisib,0.40418200000000004
BXPC3,Temozolomide,6.270239
RCM1,AGI-6780,4.533765
BXPC3,Fludarabine,6.700397
BICR31,Crizotinib,2.029347
BICR31,Refametinib,1.8138029999999998
HT29,Uprosertib,1.331158
NCIH322,GSK591,4.84626
CAOV3,Staurosporine,-4.357702
H4,BMS-536924,2.143568
HCC1143,ZM447439,3.2088810000000003
KYSE510,Camptothecin,-2.573846
CAL29,I-BRD9,5.4156699999999995
KYSE510,I-BRD9,4.796744
IALM,AGI-6780,5.499261
OVISE,Bleomycin,4.317604
SNB75,AZ6102,3.676871
SKNFI,Mycophenolic acid,1.0699290000000001
NCIH2009,Wee1 Inhibitor,1.353824
LOXIMVI,GSK2578215A,5.007994
8505C,Epirubicin,-1.5149489999999999
NCIH2347,ICL-SIRT078,7.3728419999999995
BICR31,AZ6102,1.630494
CAOV3,GSK591,4.399533
MESSA,Uprosertib,2.180151
GI1,PFI3,5.160252
ONS76,GSK591,4.177862
NCIH322,NU7441,1.59815
NCIH226,P22077,7.637795
GAMG,Dabrafenib,5.835938
LNCAPCLONEFGC,AGK2,2.301391
HPAC,5-azacytidine,3.502452
SW948,Doramapimod,6.04924
IALM,Cediranib,3.3462709999999998
LNCAPCLONEFGC,KU-55933,5.520865000000001
MESSA,Camptothecin,-2.928409
MCF7,LCL161,5.953468
639V,PRIMA-1MET,4.403403
COLO829,SB590885,2.654266
CAL29,Temsirolimus,0.523674
NMCG1,SN-38,0.830044
OVCAR3,Bleomycin,2.028323
NCIH1975,SGC0946,1.961904
KP2,LGK974,4.4746760000000005
H4,Pictilisib,-0.468941
SKMEL3,PFI3,5.577742
SNB75,RO-3306,3.440475
NCIH1975,Entospletinib,2.049053
SKMEL2,TW 37,4.758673
NCIN87,GSK2578215A,5.89466
GAMG,AZD4547,3.600545
HPAC,AGI-6780,3.561989
COLO680N,OSI-027,3.3850870000000004
NCIH2347,Remodelin,4.512731
SW948,Ulixertinib,1.564818
GI1,Topotecan,-0.503143
LS1034,EHT-1864,3.694389
SKMEL2,Palbociclib,5.234175
A549,ZM447439,2.007056
SKMEL3,Cediranib,1.8537
DKMG,L-Oxonoreleagnine,3.716228
CAOV3,WZ4003,5.591469999999999
CORL23,Ulixertinib,3.3818029999999997
NCIH322,Ribociclib,3.521617
RCC10RGB,LY2109761,7.081911999999999
SKNFI,Daporinad,-4.617066
MESSA,PCI-34051,4.88068
639V,AZD5991,4.967389
HPAC,Savolitinib,3.567628
ONS76,AGI-5198,5.285137000000001
ONS76,Afatinib,2.020209
HCT116,Afuresertib,2.1510029999999998
KU1919,AZD3759,2.9305220000000003
H4,glutathione,7.636767999999999
NCIH1437,GNE-317,-0.454154
HCC1143,Dihydrorotenone,2.5048209999999997
SKMEL3,Staurosporine,-1.273244
786O,Schweinfurthin A,-1.292874
SW48,Selumetinib,3.80349
NMCG1,Doramapimod,6.32899
SW48,Dihydrorotenone,1.406711
ONS76,GNE-317,1.264133
5637,GSK2801,5.395494
NCIH1355,GDC0810,6.551507
KYSE510,Osimertinib,2.461493
CAOV3,Axitinib,1.339515
NCIH1355,MK-1775,1.06998
CORL23,MK-1775,-0.6823520000000001
NCIH1975,Docetaxel,-2.599751
SNB75,GW441756,4.332436
NCIH1650,XAV939,3.5709980000000003
HCC827,AGI-5198,5.698307
NCIH1793,Paclitaxel,0.674122
GAMG,CPI-637,2.945904
SW948,WEHI-539,6.041625
KYSE510,YK-4-279,1.956857
786O,SB590885,4.704295
NCIH226,SB216763,7.815212
H4,PD173074,2.473185
SCC25,AZ6102,3.6523440000000003
LOXIMVI,ICL-SIRT078,3.038432
GAMG,Oxaliplatin,6.278535
SKNFI,UMI-77,2.5577810000000003
HCC1806,OTX015,2.221108
H4,Teniposide,-1.932137
HPAC,Refametinib,2.442431
CAL29,Taselisib,-2.14914
LS1034,AZD5153,3.8702919999999996
HPAC,Remodelin,3.6037800000000004
DU145,GSK2606414,4.507128
BICR31,Fulvestrant,2.744622
KYSE510,AZD6738,2.087944
SKMEL3,RO-3306,3.6156839999999995
SKMEL2,GSK1904529A,5.734672
ONS76,ascorbate,11.126161
NCIH1793,GSK2578215A,5.766193
OVISE,SGC-CBP30,5.294857
786O,Teniposide,-0.489547
SCC25,Piperlongumine,3.626085
NCIH2009,MK-1775,-0.053352
SKMEL2,AGK2,3.635996
OVCAR3,AZD6738,2.9186810000000003
NCIH322,L-Oxonoreleagnine,4.775357
GI1,Methotrexate,0.400913
OVCAR3,Ulixertinib,2.2573830000000004
NCIH2347,Methotrexate,0.482842
SNB75,Entospletinib,2.47958
DU145,Dabrafenib,5.751769
SKNSH,KU-55933,4.313911
NCIH1650,Romidepsin,-1.6560150000000002
HT29,GSK343,2.648784
OVISE,Vorinostat,2.51079
GI1,AZ960,0.901623
NMCG1,Bosutinib,6.713732
DKMG,PFI3,6.410507
NCIH226,EHT-1864,5.61374
5637,PLX-4720,4.083145
SKMEL3,Tretinoin,4.374962
NMCG1,SB216763,7.414960000000001
IGROV1,MN-64,3.5175339999999995
MESSA,Cisplatin,1.761369
DKMG,WIKI4,3.116873
ONS76,POMHEX,3.026787
HCC1806,Dasatinib,-1.154952
MCF7,AGK2,3.300214
SUIT2,Lapatinib,5.020957
CAOV3,MN-64,3.5141809999999998
LOXIMVI,RO-3306,3.2410509999999997
LNCAPCLONEFGC,Remodelin,2.70111
RCM1,Gallibiscoquinazole,3.339435
BICR31,Lapatinib,2.803729
BICR31,Pevonedistat,2.668971
786O,Dactinomycin,-4.1363959999999995
NCIN87,GSK1904529A,5.049931
MESSA,POMHEX,1.8718849999999998
NCIH1650,Entinostat,6.5561300000000005
HCC1806,WEHI-539,3.860793
DKMG,Tamoxifen,4.215846
786O,EPZ5676,5.887393
TE8,GSK2606414,3.452174
SW948,Pevonedistat,3.4004309999999998
IGROV1,PD173074,2.504578
LNCAPCLONEFGC,SB590885,3.912699
KU1919,PFI3,4.786136
HCC1806,Ibrutinib,1.7164400000000002
HCC827,SB590885,5.632307
HCC1143,Tanespimycin,1.0307540000000002
SW48,AZD3759,-1.0539379999999998
ONS76,SGC0946,2.131271
SW48,Docetaxel,-6.330319
NCIH1975,Veliparib,5.738308999999999
GAMG,CCT007093,4.809893
H4,GSK2801,4.697488
NCIH1650,AZD5153,5.950855000000001
COLO829,WIKI4,4.361691
RCC10RGB,RVX-208,7.065908
SKMEL2,WEHI-539,5.408489
NCIH1793,AZD1332,4.543237
NMCG1,Taselisib,4.550459
NCIH1650,VE-822,5.450766000000001
SW948,Entinostat,1.6764310000000002
HCT116,BMS-345541,1.8451380000000002
LOVO,RVX-208,5.929366
LS1034,AZD6738,2.564229
OVISE,KU-55933,6.567602000000001
786O,Fulvestrant,2.9232110000000002
NCIH1793,Linsitinib,5.004225
NCIH322,Gefitinib,-0.8553729999999999
A549,GSK2110183B,2.604406
786O,Cyclophosphamide,5.260406
NCIH226,MIRA-1,7.4270179999999995
KYSE510,Dactinomycin,-5.315563
SCC25,Temozolomide,6.683317999999999
GAMG,Topotecan,1.4129129999999999
OVCAR3,AZD8186,2.041339
NMCG1,VX-11e,5.447062
SKNFI,EPZ5676,5.709813
BXPC3,BI-2536,1.851127
CORL23,LCL161,4.708433
NCIH226,Sorafenib,5.246137999999999
BICR31,PFI-1,3.159752
SKNSH,TW 37,0.715871
LOVO,UNC0638,4.0788150000000005
NCIH226,Fulvestrant,5.216336
NCIN87,YK-4-279,4.631754
639V,glutathione,8.756368
GI1,SN-38,-5.234373000000001
HCC1143,LGK974,4.389297
HPAC,Navitoclax,2.323748
LOVO,GW441756,4.515694
GAMG,PRT062607,4.271193
RCC10RGB,LGK974,6.703836999999999
IALM,ABT737,2.939883
LNCAPCLONEFGC,OF-1,4.670767
KYSE510,BIBR-1532,4.119179
NCIH1793,Wnt-C59,6.0037400000000005
CORL23,Ipatasertib,2.185475
MESSA,P22077,4.695466000000001
KU1919,Zoledronate,3.690611
HT29,Afuresertib,0.98979
8505C,Temsirolimus,3.539706
SW48,5-azacytidine,1.255401
RCC10RGB,Gallibiscoquinazole,4.769806
DKMG,AZD8055,0.5641470000000001
SW48,CZC24832,5.855194
NCIN87,BMS-536924,6.049062
COLO829,CZC24832,7.176649
8505C,PRT062607,3.541258
639V,MIRA-1,4.973255
OVCAR3,VX-11e,3.765614
SCC25,Daporinad,-2.2003220000000003
5637,UNC0379,3.4823129999999995
LNCAPCLONEFGC,Wee1 Inhibitor,2.1411540000000002
A549,Methotrexate,-0.451704
SW48,Elephantin,3.126649
8505C,I-BRD9,4.354906
RCC10RGB,Zoledronate,5.648702
LS1034,Sorafenib,3.6738839999999997
NCIH322,N-acetyl cysteine,10.092102
NCIH2009,Dactinomycin,-4.463592
SKMEL3,GSK269962A,3.534036
OVISE,MN-64,4.714507
NCIH1975,AZD8186,1.656323
HPAC,Irinotecan,5.651593
CAOV3,Navitoclax,2.072521
OVCAR3,Bleomycin,3.533892
SKMEL3,Gefitinib,3.7397519999999997
NCIH1650,Zoledronate,5.385256
RCC10RGB,PRIMA-1MET,3.3177410000000003
NCIH2347,Sorafenib,4.746596
GI1,Oxaliplatin,5.550002
639V,KU-55933,4.362731
NCIH1650,Foretinib,1.47021
HT29,Selumetinib,-0.044418
5637,IWP-2,3.322088
CORL23,Alpelisib,3.430389
LOVO,Nelarabine,6.304133
NCIH1975,Bleomycin,2.851826
SW48,Ulixertinib,0.749429
SW48,Wnt-C59,5.5392410000000005
786O,Bleomycin,3.3971089999999995
KP2,ascorbate,11.611875
HCT116,PD173074,3.6376720000000002
LOXIMVI,SN-38,-4.113217
KU1919,Talazoparib,2.948425
NCIH226,Topotecan,3.155589
ONS76,AZD4547,4.456252
HCC1806,ABT737,2.228508
NCIH1437,Ibrutinib,4.506354
NCIH226,Ribociclib,4.375017
NCIH2009,N-acetyl cysteine,10.713135000000001
LNCAPCLONEFGC,EPZ5676,5.12869
COLO680N,Mitoxantrone,2.74257
H4,Wee1 Inhibitor,0.8876139999999999
IGROV1,VE-822,1.158164
CAL29,Elephantin,3.0243130000000003
OVISE,Leflunomide,5.631963
KYSE510,OTX015,2.369791
NCIH1975,EPZ5676,5.745168
DU145,PD173074,5.299316999999999
RCM1,Elephantin,5.775119999999999
SKNFI,MK-1775,0.197221
NCIH322,Mycophenolic acid,2.178134
IGROV1,SGC-CBP30,4.862112000000001
NCIH1650,Avagacestat,6.3518669999999995
5637,glutathione,9.215303
OVISE,Docetaxel,-2.95755
LOVO,AZD4547,2.296176
RCC10RGB,Linsitinib,4.557747
639V,OF-1,3.9367769999999997
HT29,Osimertinib,2.306869
5637,EPZ5676,6.087377
NMCG1,Sorafenib,5.03846
5637,Pevonedistat,0.21576199999999998
NCIH1793,Luminespib,2.264327
KU1919,Afuresertib,2.166184
OVISE,SN-38,3.5484720000000003
KU1919,AZD5582,1.344853
GAMG,Sabutoclax,0.43904
KYSE510,Uprosertib,3.350675
CAL29,Wnt-C59,4.765589
SW48,Gefitinib,0.26321500000000003
SNB75,Irinotecan,2.892039
SUIT2,Leflunomide,4.63668
NCIH1975,AZD2014,0.339175
8505C,Paclitaxel,0.334507
SKNSH,PD0325901,2.2928599999999997
HT29,LCL161,5.707928
LOXIMVI,Sorafenib,2.5213810000000003
HPAC,Ulixertinib,1.997206
SW948,CZC24832,6.050237999999999
SKMEL2,MK-1775,0.588649
A549,LGK974,3.8021279999999997
TE8,Doramapimod,6.089352
NCIH1793,Selumetinib,6.015499
SUIT2,Axitinib,5.607211
H4,Dacarbazine,5.167197
DKMG,AZD7762,1.104738
IALM,AZD5991,5.3490519999999995
NCIN87,Sorafenib,3.986675
DKMG,Buparlisib,1.513615
